Review Teks;Rating;Label;;;;;;;
Malas betul . Setelah d update malah musiknya tdk bsa terputar. 30 detik sja langsung berhenti otomatis,1;1;Negative;;;;;;;
Bagus sih... Tapi kenapa lirik di lagu lagu yang cukup populer sekarang tidak ditampilkan? Sebelumnya tidak seperti ini. Apakah harus upgrade ke premium dulu?,5;5;Positive;;;;;;;
Aplikasi music terpopuler untuk lagu semuanya ada bahkan yg baru rilis lebih keren jika ada lirik latin untuk lagu Korea,Japan dll yuk Spotify yuk bisa👏,5;5;Positive;;;;;;;
Masih ada bug, yng lebih sering yaitu lirik yng hilang, biasanya bug ini terjadi pas hbis update, dan tidak ada fix sama skali sehabis update,1;1;Negative;;;;;;;
"Kenapa ya sekarang ada lagu yang liriknya gak tersedia dengan tulisan ""tidak dapat memuat lirik untuk lagu ini"" padahal dulu gak pernah kayak gini, tolong ditingkatkan lagi kualitasnya 🙏🏻,2";2;Negative;;;;;;;
Spotify emg bagus klo buat dengerin musik, tapi sekarang kok liriknya banyak gak bisa diputar ya, padahal internet ga knp² loh, tolong dong iklannya juga jangan sering² banget.,3;3;Negative;;;;;;;
Apk music terbagus menurut saya mulai dari audio sampai kualitas suara. Saya harap semakin di optimalkan lagi ok thank,4;4;Negative;;;;;;;
Maaf Aku gasuka sama update an dari Spotify,Awalnya yg bisa skip lagu dri urutan apapun skrng Jadi berbayar dan Liriknya tdk bisa dimuat padahal Jaringan Baguss, Sekarang makin ga suka sama spotify mulai Update,Semuanya harus berbayar sekarang...,1;1;Negative;;;;;;;
Iklannya sih gak ada masalah. Tapi, yang jadi masalah adalah adanya batasan dalam memilih lagu!,1;1;Negative;;;;;;;
Bagus di aplikasi nya tp ga asik banget dnger 1lagu 2 iklan bukan 1/2x setiap berurutan musik kaya gitu jdi gmn gt ga enak bngt bntr bntr iklan bntr bntr iklan bisa ga si ya iklan nya tuh jarang syukur kalo gada sama sekali risih banget denger 1musik 2iklan ribet amat dah,1;1;Negative;;;;;;;
knapa banyak lagu yang dihapus, pdhal lagu²nya enak didengar semua. edit: makin rusak apk nya, masa iya memutar lagu dibatasi,1;1;Negative;;;;;;;
"Sukak sama spotify, bantu bikin playlist sesuai sama selera lagu, tpi buat aku yg ga premium, PLISS BENCI BGD SAMA IKLAN HORROR MALEM"", meskipun iklannya sementara, tpi buat pihak spotify plis klo iklan horror jangan malem""😭!,2";2;Negative;;;;;;;
skrg udah kbnyakan iklan pdhl dulu orang kaya saya yg nda pake premium nd pernah keganggu ama iklan nya tapi sekarang keganggu sekali 1 lagi boleh 2 sampai 3 iklan durasi nya juga panjang panjang jadi tolong lah kurangi iklan nya,1;1;Negative;;;;;;;
Sebenar nya ini aplikasinya bagus cumng tambahin fitur mengulang lagu otomatis, nanti kalo sudah ada fitur nya saya kasih bintang 5,3;3;Negative;;;;;;;
Lirik lagunya diperbaiki.. dan iklan sangat mengganggu sekali.. Kasih bintang 2 aja dlu klo sdh diperbaiki tak tak tambah lagi bintangnya. ...,2;2;Negative;;;;;;;
Aplikasi jelek.. kebanyakan iklan, susah login, lagu ga lengkap.. setidaknya iklan 15 detik lah masak 1 menit,1;1;Negative;;;;;;;
Dikit dikit iklan,setiap lagu iklan udh gitu iklan nya lama,biar disuruh berlangganan jadi ketauan ngambil keuntungan👎pindah ke aplikasi lain aja lah,1;1;Negative;;;;;;;
Saya puas sama aplikasi ini karna fiturnya komplit cuma iklannya agak kebanyakan dan tolong buat beberapa lagu error lirik tidak dapat dimuat tolong difix,5;5;Positive;;;;;;;
Spotify terupdate ga enak bgt liriknya ga ada.. kembalikan Lirik lagunya juga donk.. ini gmna ngupdate tp malah ada item yg ilang.. mana uda premium tiap bulan😕,3;3;Negative;;;;;;;
ga masalah sih dengan iklan dan segala macamnya,karena saya tau buat muter atau masukin lagu ke sebuah aplikasi tu ga gratis,cuma satu masalahnya liriknya kemana nih tiba tiba udah ga ada liriknya,4;4;Positive;;;;;;;
harusnya bintang 5 tapi kenapa lagu² gw gak ada liriknya semuaaaaa?????? udah chat ke spotify care di FB udah ikutin sarannya juga, gak ada sama sekali perubahan, wooooy liriknya pada kemanaaaa?????!!!!,1;1;Negative;;;;;;;
lirik lagu banyak yg hilang, mau share lagu ke story instagram juga mini videonya jadi ga muncul padahal jaringan wi-fi bagus. tolong diperbaiki ya🙏🏻,1;1;Negative;;;;;;;
Aku pikir karna belum update jd banyak yg hilang liriknya, tapi ini udh paling update tetep aja liriknya gaada. Padahal dlu semua lagu ada liriknya, ini kenapa ya?,3;3;Negative;;;;;;;
Musiknya oke,dan tanpa iklan,tapi volume nya yg kurang kencang,tolong di tambahkan volume besarnya,2;2;Negative;;;;;;;
Saya punya komplain tolong kurangi sedikit iklannya saya sebagai orang yang gratisan merasa sedikit mengganggu dan juga gatau ini bug apa bukan kenapa beberapa lirik lagu di saya ga ada/ tidak bisa memuat kenapa ya?,3;3;Negative;;;;;;;
Aplikasi rekom sih di banding yang lain soalnya lagu kesukaan di rekap dan di jadikan playlist ya cuma gratisan iklan terus ,😙😁,5;5;Positive;;;;;;;
Spotify udah bagus,minusnya di iklan yang kepanjangan durasi nya sama sekarang ada lirik yang gabisa di tampilkan padahal dulu bisa.Sama satu lagi klo bisa adain fitur chat sih,5;5;Positive;;;;;;;
baguss buat dengerin lagu² heheh, yang bilang banyak iklannya, beli yang prem dong neng/bang ntar iklannya ilang bisa skip² lagu sepuasnya😁🙏🏻,5;5;Positive;;;;;;;
Ok lah ga ada iklan nya,,kalau dengerin musik tidak terganggu sama iklan,,tidak kaya aplikasi sebelah,5;5;Positive;;;;;;;
Spotify kebanyakan iklan, mana lama bgt lagi 30 detik, terlalu ngemis biar org org beli premium. Disarankan jgn banyak iklan.,2;2;Negative;;;;;;;
Aku suka aplikasi ini karena bisa nyari & putar musik dr segala macam genre juga dr musik jadul sampe musik kekinian.,5;5;Positive;;;;;;;
Sportipy bagus semua lagu dari seluruh penjuru tanah air dan belahan bumi lainnya selalu ready dan okey mantap lagu2nya berbobot layak 5 bintang...thanks,5;5;Positive;;;;;;;
Kenapa sekarang kalau mau mendengar musik harus iklan dulu itu membuat cukup lama ketika mau mendengar musik nya jadi tolong kurangi iklan yg sangat menggangu itu,3;3;Negative;;;;;;;
Aplikasi nya ok, semua jenis lagu ada, saat posisi standby pun masih bisa dengerin lagu nya,5;5;Positive;;;;;;;
Rada aneh nih aplikasinya tolong di update , nama lagu cuman hampir mirip doang padahal beda kata, gk ditampilkan liriknya nyebelin.. bikin aku emosi... tolong diperbaiki.,3;3;Negative;;;;;;;
KENAPA LIRIKNYA ILANG-ILANGAN??? niatku download spotify kan biar bisa sekalian karaoke, tolong min perbaiki secepatnya, kalo dah bener aku balik lagi kasi bintang 5 ⭐⭐⭐⭐⭐,3;3;Negative;;;;;;;
"Aneh banget sumpah apk nya...masa mau premium ngga bisa""...udah pake wifi ngga bisa pake data seluler jg ngga bisa...niat mau dibayar ngga sih😬,1";1;Negative;;;;;;;
Ini kenapa tidak bisa memuat lirik ini lagunya hanya sebagian aja yang bisa sisanya tidak bisa jadinya harus searching di google buat cari liriknya kenapa ini Spotify makin kesini makin kesana kek mana ini iklan nya juga lama betul 30 detik minta ampun kalau satu aja mah gpp ini dua sampe tiga gila aja lu udah lirik tidak tersedia iklannya durasinya 30 detik banyak pula iklan nya kek mana ini aduh Spotify tolong tolong aja balik aja ke versi lama ini apa ini habis update jadinya gini ampun ampun,1;1;Negative;;;;;;;
Spotify sekarang nggak ada fitur karoke nya ya meskipun nggak semua lagu tapi agak kecewa karena nggak bisa sambil karoke Semoga di perbaiki lagi ya developer,2;2;Negative;;;;;;;
PLIS semua2 harus premium aku jadi gak enak denger lagu apa lagi gak ada lirik+iklan 2× iklan horor banyak yang takut sama iklannya ngotak asu kita semua capek denger iklan ketuk banner ketuk banner Halah bacot percuma premium cuma sebulan minimal 5bulan terusan juga pemutaran lagi cuma bisa 6× dalam sejam PELIT banget sumpah Mohon di perbaiki,1;1;Negative;;;;;;;
Aplikasi nya bagus sih tapi akhir akhir ini sering muncul iklan terus ngelag gak kayak biasanya tolong di perbaiki ya,4;4;Positive;;;;;;;
Mohon maaf, aplikasi sudah bagus tpi, setiap memilih lagu harus menonton iklan premium yg 30detik,,3;3;Negative;;;;;;;
Spotify sekarang gabisa make lagu berurutan, sekarang di loncat loncat, banyak iklan juga, ama lagunya dibatasi,2;2;Negative;;;;;;;
Lengkap dan banyak lagu, bisa mendengarkan dengan gratis (terdapat iklan), tapi sebagian besar lagu tidak dapat dilihat liriknya. Apakah itu memang harus berbayar atau bermasalah?,3;3;Negative;;;;;;;
sangat bagus menurutku walau beberapa iklan muncul tetapi aplikasi ini bagus tidak ada bug end lag karan aku pakai wifi jadi menurutku bagusss,5;5;Positive;;;;;;;
Tidak ribet untuk memainkan music disaat ingin pulang/pergi kerja.. Dan playlist juga ada banyak pilihan.,5;5;Positive;;;;;;;
aplikasinya sebenernya sih udah bagus. tp kenapa tbtb jd gaada lirik gini yaa? jujur sedih 😔😔. please spotify, gue gamau fitur apa”, balikin aja fitur liriknya. sekecewa itu gue sm lo spo grgr gada lirik 👎. nanti kalo fitur liriknya sudaaah dikembaliin lg gue kasih bintang 5 :D,2;2;Negative;;;;;;;
Bgus apk nya tpi kekurangannya iklannya lama dan banyak. Trs skrng kok ga ada liriknya utk bbrp lagu? Kebanyakan si lagu ingg ga ada lirik dan terjemahannya pdhl sblmnya ada,4;4;Positive;;;;;;;
Sekarang ko makin banyak iklannya Liriknya juga di beberapa lagu udah ilang Apa apa harus permium sekarang ga kaya dulu ada iklannya tapi dikit Sekarang makin banyak yang pake Spotify jadi makin banyak iklannya Ga seruu Spotify yang sekarang ga seru jelek,2;2;Positive;;;;;;;
Sekarang spotify ga seru ga kaya dulu, sekarang udh ga bisa ngelanjutin lagu, ga bisa liat lirik, gabisa denger lagu sebelumnya jugaa,1;1;Negative;;;;;;;
Bagus, aku akan kasih 5 bintang kalau ga bug lagi, kadang kalau lagi denger lagu, lagi nya Tiba tiba berhenti sendiri, itu kenapa ya min? Tolong perbaiki lagi ya,4;4;Positive;;;;;;;
Spotify sangat memuaskan kita boleh mendengar lagu saat sedang bermain game dan saya merekomendasikan korang semua menggunakan Spotify kerana dia juga boleh mengisikan masa lapang kita Spotify memang terbaiklah👍🥰,5;5;Positive;;;;;;;
Udah bagus banyak pilihan lagu tetapi sekarang berbayar dan tidak bisa dilompati dan memilih lagu juga tidak bisa diulang😑,2;2;Negative;;;;;;;
udh bagus bgt, fitur fitur yg di tambahkan juga oke, tpi saran dikit aja si fitur lagi yang di download itu jgn ada pas premium doang dong, maksudnya pas nambahin lagi nya boleh boleh aja pas premium tpi setelah udh abis masa premium nya jgn malah ilang fitur itu, terus jg saran terakhir tambahin fitur chat kaya dm Instagram gitu dong 😁😁 soalnya biar bisa ngechat sama orang random yg ngefollow kita,4;4;Positive;;;;;;;
Aplikasinya bagus banget banyak lagu yg aku cari ada, cuma akhir akhir ini banyak lagu yg ga bisa memuat lirik gtw kenapa padahal udh di update,4;4;Positive;;;;;;;
Spotify sekarang ga jelas cok udab beli premium eh Download tan lagu nya hilang semua mau nyala in lagu juga kosong lagu nya gmn si perbaiki la udh bayar premium juga,1;1;Negative;;;;;;;
"sebenernya apk nya bagus si, tapi mintol bgt ni Yee, gw itu klo mau tidur pasti stel lagu di Spotify mohon bgt Yee, buat iklan² podcast kaya ""teror pocong"" itu ilangin kek, pas gw report malah di kasih terus tu iklan etdah bikin ke bangun anjir...,3";3;Negative;;;;;;;
Ge tuh benci Ama iklan meskipun gw gak pake Spotify premium gw gak pernah liat iklan sekarang malah ada banyak iklan yang gw nyalain musik tiba-tiba mati karena iklan k***ol,1;1;Negative;;;;;;;
"sukaaa cmn ini knp akhir akhir ini di bagian lirik nya ada tulisan ""tidak dapat memuat lirik untuk lagu ini"" pdhl sebelumnya bisa bisa aja, ada yg bisa ada yg gak. TOLONG DONG UDH DI BIKIN LIRIK TP MLH DI APLK NYA GBS.,4";4;Positive;;;;;;;
Apk ini sangat bagus lagunya banyak sekali kalian jangan ragu ragu mau downlad sumpah bagus banget apk nya tapi tolong ketika mau video itu lagunya nggk berhenti,4;4;Positive;;;;;;;
kalau untuk iklan oke lah ga masalah, tapi ini tiap mau ngapa ngapain kalo gak premium ga bebas banget. mending download mod aja kalo gini,2;2;Negative;;;;;;;
Kok update nya gini...!!!!!! Aku gak suka update yang ini😭😭😭😭😡😡😡😡kembalikan spotify yang biasa!!!! 😭🥲aku gak mau ada acak acak lagunya🥲ku mohon kembalikan spotify yang duku!!!!!!!! 😫😫😫😫😭😭😭😭😭😭,2;2;Negative;;;;;;;
parah parah makin kesini makin jadi masa ga bisa nge search lagu sama offline padhal pake wifi loh paketan juga masih banyak masa ga bisa? di hapus downloads malah ilang akunya kacau kacau Spotify jadi kacau,1;1;Negative;;;;;;;
"Akun tiba"" keluar sendiri dan disuruh bikin akun baru ,, pake email yang sama dengan ini tapi status Premium hilang padahal masih tertulis berlangganan di Playstore,1";1;Negative;;;;;;;
"skrng Spotify uda jarang yg ada lirik nya padahal dulu sblm update ada,eh pas update lirik nya ga ada malah ada tulisan ""tdk dapat memuat lirik untuk lagu ini"" semoga aja lirik nya kembali lagi yah☺️,3";3;Negative;;;;;;;
Gmn sih, orang ke Spotify itu pengen denger musik+liat liriknya, tpi kok g ada, makin aneeh, tolong dong perbaiki lagi, klu g diperbaiki, gw g ksh bintang 5. PLEASE DEVELOPER.,1;1;Negative;;;;;;;
Saya pengguna baru..seneng bngt adanya aplikasi ini bisa dengerin musik yg saya mau..semangat trus tingkatkan lg kualitasnya 💪💪🙏🙏,5;5;Positive;;;;;;;
"Aplikasi ini membantu saya banget dalam mendengarkan lagu, sebagai penggemar lagu"" dari barat dan juga fitur"" unggulan nya membuat saya selalu membuka aplikasi ini,5";5;Positive;;;;;;;
Udh jelek lah sekarang Spotify dulu aku bisa bebas milih lagu sesuai keinginan tanpa harus premium sekarang harus disuruh premium,1;1;Negative;;;;;;;
Bagus semua lagu nya lengkap, saya bisa menentukan mood saya tergantung musik yang di dengar lope spotify 💗💗,5;5;Negative;;;;;;;
Apk nya bagus tpi kok ga bisa2 buat akunya padahal udah pernah bikin akun spotify lh kok ini ga bisa padahal yg dulu itu agk gampang sekarang kok susah tolong ya di benerin klo udh bnrr aku kasih rate:5 sekarang 1 dlu ini udh bikin akun nyoba2 sampe 5 lbh sampai sekarang masih ttp g bisa,1;1;Negative;;;;;;;
Aplikasi ini sangat pas waktunya, pas pilihannya dan pas ditelinga. Pokoknya asik bgat lah. By by waktu yang membosankan.......,4;4;Positive;;;;;;;
Agak susah buat beli premium langsung nya, sering eror, coba lagi coba lagi truus, trus pas offline trnyata playlist downloadnya ga ada,4;4;Positive;;;;;;;
"Benerin dong bug nya, Pas nyetel lagu mau liat lirik nya malah ""Tidak dapat memuat lirik"" terus. Sampai di uninstall dulu tapi tetep aja gabisa.,1";1;Negative;;;;;;;
aplikasinya bagus sih, cuma kenapa liriknya yg semula ada jadi gk ada? padahal jaringan bagus, tapi gabisa muat lirik lagunya,3;3;Negative;;;;;;;
Penipuan. Tawarkan promo premium 6 bulan 160an lebih, saat ingin membeli, harga berubah 207rb 3 bulan. Harga lainnya juga tidak sesuai dengan yang diiklankan. modua penipu.,1;1;Negative;;;;;;;
Afk gak jelas. gua mau putar lagu masa katanya gk ada koneksi internet padahal sinyal gua lancar bgt buat afk lain tapi disini malah gk bisa.masa harus pake wifi putar lagu nya sedangkan aku gk punya wifi,1;1;Negative;;;;;;;
"ngotot Nawarin premium mulu, giliran mau beli premium malah ""Tidak dapat terhubung, periksa pengaturanmu atau coba lagi nanti"", mau nya APAA!, mau bayar aja mesti dipersulit..., apalagi gratisan,3";3;Negative;;;;;;;
Saya tidak masalah dengan iklan Spotify tapi kenapa sekarang lirik lirik lagu kadang tidak bisa muncul? Padahal itu menjadi fitur yang sangat saya sukai. Tolong segera diperbaiki.,1;1;Negative;;;;;;;
ini gimana sih gw mau beli paket premium gak bisa bisa, gagal terus signal terputus, gimana sih sudah pake wifi sudah pake paket data pribadi sama saja susah,1;1;Negative;;;;;;;
Akhir akhir ini pada saat mendengar lagu sering berhenti sendirian pada saat saya membaca novel online atau membuka wa sebentar bahkan membuka aplikasi lain, mohon perbaiki 🙇,2;2;Negative;;;;;;;
Bintang satu karna pas udah beli premium masa ga bisa denger offline niat ga sih bikin apk tapi sering bug atau ga jelas,1;1;Negative;;;;;;;
Ini kenapa Spotify saya gak bisa memuat lirik ya, pasti selalu ada bacaan 'tidak bisa memuat lirik untuk lagu ini' padahal udah pake segala cara dan nonton semua tutor di yt/web tapi tetep gak bisa memuat lirikkkkkk :'(,3;3;Negative;;;;;;;
Tolong di terjemahkan kan lagi bahasa ke Indonesia...terjadi bug di terjemahkan sangat menggangu..cacat Spotify sekarang terjemahan tiba-tiba tidak ada,2;2;Negative;;;;;;;
Kesel bangett padahal udah bagus dulu kanapa sekarang jadi ga ada lirik nya padahal di musiknya ada tulisan lirik tapi pas di play ga ke buka terus lirik nya gimana inii tolong di perbaiki lagi masalahnya Terima kasih,3;3;Negative;;;;;;;
"Maaf tapi ada sedikit masalah untuk lirik lagu sekarang kenapa ngk muncul lagi yaa dulu ada liriknya tapi sekarang kok ngk muncul liriknya cuman ada tulisan ""tidak dapat memuat lirik untuk lagu ini"", padahal dulu ada liriknya jaringan saya juga bagus nhk ada masalah kok. Ntah ini bug atau emang sekarang ngk semua lagu ada liriknya tapii tolong di perbaiki yaa. Terimakasih,3";3;Negative;;;;;;;
Kurang puas dengan Spotify sekarang masa beberapa lagu lirik tidak bisa dilihat terus ada lirik lagu yg salah tolong kembalikan Spotify yg dlu kalo udah bener semua bugny entar aku kasih 5 🌟🌟,2;2;Negative;;;;;;;
spotify makin lama makin kurang enak dulu sangat suka tapi sekarang kebanyakan iklan jadi bikin mood gak bagus,mana iklan nya bisa 3 kali sekaligus+durasi nya lama.....,1;1;Negative;;;;;;;
Aplikasi yg sangat bagus dan keren,lagu nya juga lengkap, bisa menghilangkan rasa jenuh di saat sedang bekerja itu very good apk,5;5;Positive;;;;;;;
"Kenapa lirik beberapa lagu gak bisa muncul yah? Ada tulisan ""tidak dapat memuat lirik lagu ini"". Padahal dulu ada kok lirik nya,tolong yah Spotify kenapa bisa gini 😞,1";1;Negative;;;;;;;
Udh bagus, tapi saran kalo setiap lagu tidak usah ada iklannya jadi iklan itu memakan waktu daripada dengerin lagunya,5;5;Positive;;;;;;;
Iklan si boleh karna gratisan.tapi ya kali lu kasih iklan horor mulu,apalgi kalo pulang sendirian dijalan muter lagu lu kasih iklan horor habis tu,lu bisa bayangin gimana pikiran si pendengar.tolonglah dikurangi atau hilangin iklan horor gituan,gak ada yang denger juga.orang muter spotify buat denger lagu bukan denger kisah aneh aneh ya,1;1;Negative;;;;;;;
Iklan nya banyak bgt, baru denger lagunya setengah eh malah iklan, persaan tiap menit iklan terus ini namanya malah maksa untuk beli premium, minimal iklannya itu kurangin kek 🥱👎👎,1;1;Negative;;;;;;;
Di spotify musik nya variatif, dan req musik yang disajikan selalu up to date,5;5;Positive;;;;;;;
over all bagus, kualitas suara yang jernih dan mulus, tapi mohon untuk pengiklanannya dikurangi, iklannya sangat sering muncul,4;4;Positive;;;;;;;
min, aku kalau lagi dengerin lagu di Spotify tuh enak banget, tapi sekarang kenapa liriknya tidak dapat memuat ya? tolong diperbaiki min 😔, kalo udah normal aku kasih bintang 5 deh.,3;3;Negative;;;;;;;
Spotify sekarang kok setiap milih lagu harus premium padahal dulu milih lagu gak harus premium jadi males dengerin musik di Spotify,2;2;Negative;;;;;;;
Tolong segera di perbaiki untuk pihak Spotify saat saya ingin membeli premium kenapa tidak dapat menghubung tolong segera di perbaiki terimakasih,1;1;Negative;;;;;;;
"Jelek bgt sih awal nya aku pikir bakal bagus ternyata malah jelek bgt mau liat lirik gak bisa yang muncul malah ""tidak dpt memuat lirik"" kira² itu knp tolong di perbaiki ya developor ny..,1";1;Negative;;;;;;;
Sangat berguna dalam membantu menemani perjalanan berkendara. Saran: 1. Pengurangan frekuensi iklan untuk user non-premium. 2. Penonaktifan shuffle bagi user non-premium.,4;4;Positive;;;;;;;
Saya kasih bintang dua saja karena Terlalu banyak iklan setiap ganti lagu pasti ada iklan ga jelas klo bisa dikurangi iklannya min,2;2;Negative;;;;;;;
App nya si dah bagus, tp iklan nya ngotak dikit lah, masa 3 kali( ´_ゝ`) #Maaf jika membuat tersinggung🙏,3;3;Negative;;;;;;;
aplikasi gajelas iklan terlalu banyak terlalu lama ,kalo iklan tv masuk in di tambah lirik ga muncul² emang aplikasi aneh gajelas,1;1;Negative;;;;;;;
mohon hilangkan iklan horror, saya selalu was was jika mendengarkan lagu di spotify saat malam hari,4;4;Positive;;;;;;;
Sungguh sangat merubah suasana..saya menyukai aplikasi Spotify tapi ada satu hal yg saya tidak terlalu suka iklan ny te lalu banyak yang sama,5;5;Positive;;;;;;;
Spotify sekarang gak asik. Iklannya banyak baru denger 3 lagu uda langsung ada iklan lagi, sekarang juga rata rata gaada lirik di lagu yg diputar,1;1;Negative;;;;;;;
"ya untuk hal"" lain nya udah bagus, cuman yang saya permasalahkan adalah saat membeli paket premium memakai data seluler. hadeh beberapa kali di coba beli premium gagal terus, muncul tulisan jaringan tidak stabil, apa coba,4";4;Positive;;;;;;;
Aplikasi nya bagus , bisa cari banyak lagu dari lagu indonesia sampe ke K-POP juga ad , intinya bagus bgt dehh spotify😉✨,5;5;Positive;;;;;;;
Bagus, tapi banyak iklan podcast horor nya 🥲kalo lagi dengerin lagu malem malem suka lewat iklan podcast horor plis jangan ada iklan podcast hororr 🥹,4;4;Positive;;;;;;;
sekarang spotify kalau mau skip lagu tuh ada batasannya,dan kalau mau putar lagu juga ada batasannya,1;1;Negative;;;;;;;
Setiap saya mau login dengan kata sandi selalu gagal. Padahal email & kata sandi susah benar. Saya coba opsi masuk tanpa kata sandi, lalu saya reset kata sandi, akhirnya bisa masuk. Selang beberapa hari kemudian saya logout akun, lalu beberapa waktu kemudian saya kembali login tetapi gagal, padahal email & kata sandi sudah benar. Saya coba reset kata sandi, tapi masalah terulang lagi, lagi, dan lagi.,1;1;Negative;;;;;;;
Kenapa Spotify g bisa ngasih lirik lagi? Untuk bahasa Korea ketika lagi denger lagu K-Pop jadi g bisa. Semoga di perbaiki secepatnya,3;3;Negative;;;;;;;
Kenapa setelah di update Spotify nya kok malah gini?? Yang tadi nya bisa skip² lagu/lompatin lagu jadi sekarang gak bisa,,kita juga gak bisa dengerin lagu sepuasnya,,terus pas mau mencet salah satu lagu kenapa malah muter nya cumn 30 detik doang? tolong kembalikan Spotify yang dulu lagi, kita udah nyaman sama Spotify yang sebelum nya..tolong lah mas mba,terimakasih. 🙏,1;1;Negative;;;;;;;
Setiap mau beli premium pas proses pilih pembayaran langsung eror. Kirain HP nya eror udah di coba di beberapa HP sama aja. Jadi fix nih aplikasinya emang eror,2;3;Negative;;;;;;;
Sebenernyaa bagus untuk aplikasi spotify ini , tapi setiap mau denger lagu pasti aja ada iklan premium , jdi aku harus nunggu dulu sampe iklan nya beres kadang iklan nya lebih dari satu , mungkin itu ulasan dari aku semoga aplikasi nya kayak dulu lagi,4;4;Positive;;;;;;;
Haii! Untuk app ini sudah bagus, hanya saja , menurut ku, iklan ny sedikit berlebihan, kenapa? masa setiap selesai menyetel 1 lagu ada iklan sihh, tpi iklan ny itu jga terlalu panjang , bisa 30 detik smpai 1 menit , klo iklan ny udh diperbaiki bkal saya ksih bintang 5 kok! Tetap semangat 🔥!,4;4;Positive;;;;;;;
Iklan nya bisa gak sih jangan yang serem serem kan jadi merinding kalo lagi dengerin lagu malem malem😭,5;5;Positive;;;;;;;
"aku suka bgt dengerin lagu²nya,karna lagu nya cpet bgt update,tapi lama²aku kesel bgt,masa baru 1-2 lagu langsung iklan?,agak kecewa😞,tp mau gimana lagi???,cuma apk ini yg enak bwt dengerin lagu....,semoga selanjutnya ada sedikit perubahan;),kami para orang galau juga butuh ketenangan🙏🗿,4";4;Positive;;;;;;;
untuk setel lagu di Play Station berguna banget tapi setiap ganti 2-3 lagu selalu 2 iklan sekaligus, saya paham bukan pengguna premium tapi minimal kalo ngasih iklan setelah 4 lagu. Suara iklan nya lebih keras dibanding suara lagunya, strategi marketing nya sampah!!,2;2;Negative;;;;;;;
Apa ini pengaruh dari update terakhir, akun saya premium dan sudah mematikan autoplay. Tapi tetap saja tiap memutar 1 lagu dipencarian, setiap lagunya habis lagu-lagu rekomendasi akan muncul. Itu sangat annoying, dan membuat saya tidak nyaman. Tolong perbaiki lagi sistem lagu rekomendasinya.,2;2;Negative;;;;;;;
Kenapa sekarang apa-apa harus pake premium?? Fitur skip lagu juga ada limitnya 😭😭 plisss lah woii, skip lagu doang cuuyyy. Kenapa harus ada limitnya. Mau ganti playlist juga ga bisa. Lagian, yang di skip itu bukan lagu dari playlist. Kalau di playlist kemain acak oke lahhh. Lagi asik dengerin lagu di playlist tiba-tiba muncul lagu ga dikenal. Kan kek ajg bgt 🙏🏼☺️ maaf saya kurangi bintangnya,3;3;Negative;;;;;;;
Semakin di update semakin gajelas, masa liriknya gk muncul, mana semua lagu lg padahal data sm jaringan bgs, mending gk usah di update kalo kyk gini, plis perbaiki dong😒😒😒😡😔😌,1;1;Negative;;;;;;;
tidak ada nya lirik pd pengguna biasa(tidak premium) sangat tidak nyaman memakai Spotify nya,1;1;Negative;;;;;;;
Kok sekarang spotify jadi beda ya yg awalnya kita bisa dengar lagu sampai akhir ini kok gak bisa ya cuma bisa setengah kek diberi contoh, malah gak asik sekarang terus kalo denger lagu jdi berurutan yang tadinya bisa dipilih bebas sama kita itu malah gak bisa tolong diperbaiki dengan baik😑👌, jangan sampai terulang lagi saya cape mengulang keluar akun agar bisa benar sendiri ternyata masih tidak bisa tolong diperbaiki dengan baik ya. THANKYOU 🙏🙏,1;1;Negative;;;;;;;
Bagus tapi kecewa karna harus premium dulu,padahal sering dengerin lagu di Spotify tapi sekarang malah di suruh premium,lirik lagu di hapus,ga bisa pilih lagu,menurut sy itu kekurangannya,sy tau itu supaya orang mau berlangganan di premium.tolong balikin Spotify seperti dulu bisa?,2;2;Negative;;;;;;;
Fitur untuk mengulang lagu otomatis kek dulu mana? Ah jadi males lagunya keganti otomatis. Lagi enak dengerin lagu tiba tiba muncul lagu asing gk enak banget klo lo mau pengguna apk ini nyaman jangan apa apa harus premium. Jadi males pake apk ini lagi.iklan juga banyak banget,1;1;Negative;;;;;;;
"Aku suka denger podcast di spotify , sebelum d upgrade semua bisa di putar bahkan berulang"" , tapi semenjak di upgrade banyak episode yg ga bisa di putar, banyak banget, denger 1 selesai abis itu harus lompat 2\3 episode baru bisa di dengarkan , jadi ribet . Upgrade nya ini biar makin susah atau gimana? Padahal episode download.an juga, di dengerin ga bisa biarpun offline Baik"" Lagi dong spotifynya,1";1;Negative;;;;;;;
Sudah bagus kok, cuman kurangi iklannya, setiap putar lagu 2/3 malah langsung iklan, nah durasi iklannya tuh lama banget, 30 detik, di mohon di perbaiki jadi sedikit durasi iklannya. Sekian terimakasih🙏🏻.,5;5;Positive;;;;;;;
Bagi saya selain iklan yg membuat jengkel, ini malah tidak bisa memilih lagu hanya bisa melanjutkan lagu padahal aplikasinya sudah saya update tapi tetap tidak bisa. Padahal masalah iklan sudah saya maklumi tapi malah sekarang kok kayak gini apk nya? Duh jengkel saya Dikit dikit premium dikit dikit premium, apk nya ga kayak dulu ga ada premiuman,3;3;Negative;;;;;;;
